reference_index,overlapping_prediction_count,reference_area_m2,overlap_area_m2,reference_area_recall
292,1,516897.8229670339,513922.6983831875,0.9942442694636071
293,1,858492.2231118917,153978.61217082417,0.17935935588639032
294,1,6105963.97657242,21551.813408288188,0.0035296332390723152
295,0,2766287.3263357785,0.0,0.0
296,1,5519997.982202925,776498.8918628921,0.1406701405265743
297,1,1837561.6149067397,1198984.2466329474,0.6524865544134685
298,1,310170.14527173026,270090.3027298043,0.8707811078760875
299,1,310438.32503863826,310438.32503863826,1.0
300,1,990904.0970934763,902857.7669764238,0.9111454575924044
301,1,2477584.9679547246,996445.0063526945,0.4021839893447818
302,1,443055.2122880907,443055.2122880907,1.0
303,0,603045.8499575467,0.0,0.0
304,2,800627.0423971743,771957.081851357,0.9641906168195669
305,0,575522.885248821,0.0,0.0
306,0,448219.7723855676,0.0,0.0
307,1,462779.74443568185,449635.56226036005,0.9715973260857604
308,2,557975.5851793202,557975.5851793202,1.0
309,3,4244658.58728169,3213436.4891877696,0.7570541712862889
310,0,13579149.899209995,0.0,0.0
311,0,12612996.87736066,0.0,0.0
312,1,937035.1842951472,937035.1842951472,1.0
313,0,736790.5247211664,0.0,0.0
314,0,647734.5051795724,0.0,0.0
315,1,919999.4649399158,619726.4708945835,0.6736161209996543
316,1,381820.65440299857,225062.40401483962,0.5894453362318477
317,1,269930.2247398697,269930.22473986977,1.0000000000000002
318,1,10327751.990209147,1243852.2025814326,0.12043784588946577
319,1,196615.79326880953,196615.79326880953,1.0
320,1,733672.9566420449,690449.1959993311,0.9410857927208532
321,1,670097.8874425668,656592.2458229545,0.9798452705601615
322,0,77774981.86109453,0.0,0.0
323,2,5034535.118451161,2730247.9031198923,0.5423038749126521
324,0,3224713.7391583743,0.0,0.0
325,0,4649153.022962526,0.0,0.0
326,0,1458161.906525014,0.0,0.0
327,3,4671155.645006854,2875677.6958056362,0.6156244651962174
328,1,950571.8929713876,301813.9356361761,0.31750774230525325
329,2,118648171.33320457,6699990.839573581,0.056469398257792944
330,1,521291.6072230688,441101.2655148096,0.8461698968540184
331,0,3206054.0421960885,0.0,0.0
332,1,9407619.996200794,139387.21743337915,0.014816416637754263
333,1,1594348.9161003658,1143211.9815265525,0.717040021780644
334,2,6241558.388788767,2546871.6154944,0.40805059519576875
335,0,1591505.7256990538,0.0,0.0
336,1,738515.4495485071,557800.2424117234,0.7552993546075923
337,1,923845.454612632,911635.3787890095,0.986783421661427
338,0,1232158.56555375,0.0,0.0
339,4,1187310.8662530733,952407.5770715652,0.8021551930011235
340,2,912393.5459966115,681366.2416703386,0.7467898525368011
341,1,648482.623358428,496127.095046874,0.765058425895023
342,0,3000037.4255007217,0.0,0.0
343,0,6112593.632267374,0.0,0.0
344,1,471865.68839513557,399752.1687470352,0.8471736313497047
345,0,2093391.3505542418,0.0,0.0
346,1,14034078.238754742,3162524.2206716468,0.22534605884826966
347,0,493501.2339556095,0.0,0.0
